Site,Year,Month,date_yearmon,Date_sample,AFDM,CHLa,NH4_mg_L,NO3_mg_L,SPC,SRP_mg_L,TDS,TN_mg_L,TP_mg_L,Temp_oC,pH,TURBIDITY,DIN_mg_L
FH,2014,8,Aug 2014,2014-08-01,15.125,34.36363636363637,0.013400000000000002,0.008733333333333334,237.73333333333332,0.0033666666666666667,154.66666666666666,0.17866666666666667,0.009733333333333333,19.2,8.176666666666668,1.44,0.022133333333333338
FH,2014,8,Aug 2014,2014-08-30,11.304545454545455,16.818181818181817,0.013400000000000002,0.008733333333333334,237.73333333333332,0.0033666666666666667,154.66666666666666,0.17866666666666667,0.009733333333333333,19.2,8.176666666666668,1.44,0.022133333333333338
FH,2014,9,Sep 2014,NA,NA,NA,0.0108,0.0077,280.7,0.0040999999999999995,182.6,0.1445,0.00805,15.5,8.06,1.54,0.018500000000000003
FH,2015,7,Jul 2015,NA,NA,NA,0.0053,0.0076500000000000005,182.2,0.0022,118.60000000000001,0.16849999999999998,0.01055,20.549999999999997,8.58,0.9,0.01295
FH,2015,8,Aug 2015,2015-08-02,20.2,36.25,0.0092,0.00545,211.55,NA,137.5,0.187,0.01005,18.5,8.524999999999999,1.04,0.01465
FH,2015,9,Sep 2015,2015-09-06,26.142857142857142,57.857142857142854,0.0060999999999999995,0.006050000000000001,240.5,NA,156.65,0.18666666666666668,0.012033333333333333,14.25,8.48,1.9549999999999998,0.012150000000000001
FH,2016,7,Jul 2016,2016-07-29,5.525,11.2,0.021099999999999997,0.009600000000000001,192.05,0.0012000000000000001,124.8,0.1335,0.0087,18.8,8.345,0.86,0.030699999999999998
FH,2016,8,Aug 2016,NA,NA,NA,0.01375,0.00655,217,8.500000000000001e-4,141.05,0.1525,0.0096,17,8.365,1.08,0.0203
FH,2016,9,Sep 2016,2016-09-03,15.033333333333333,13.75,0.027600000000000003,0.008,234.4,0.0010249999999999999,152.45,0.19033333333333333,0.011233333333333333,14,8.375,1.52,0.03560000000000001
FH,2017,7,Jul 2017,NA,NA,NA,0.0191,0.01945,209.3,0.0015500000000000002,135.8,0.1365,0.009000000000000001,20.1,8.14,1.08,0.03855
FH,2017,8,Aug 2017,2017-08-01,5.76875,10.9,0.02205,0.02775,222.75,0.0016,144.60000000000002,0.1825,0.0079,19,8.305,0.9165,0.0498
FH,2017,9,Sep 2017,2017-09-02,11.728571428571428,20.433333333333334,0.018500000000000003,0.0218,250.4,NA,162.85000000000002,0.1825,0.009649999999999999,14.549999999999999,8.215,1.435,0.0403
FH,2018,7,Jul 2018,NA,NA,NA,0.009633333333333334,0.0114,208.25,0.0031,135.5,0.1335,0.012549999999999999,19.05,8.2,3.1550000000000002,0.021033333333333334
FH,2018,8,Aug 2018,2018-08-03,7.945,15.921052631578949,0.011750000000000002,0.024333333333333335,239.15,NA,155.35,0.16433333333333333,0.010366666666666666,17.95,8.33,0.98,0.036083333333333335
FH,2018,9,Sep 2018,2018-09-05,13.104761904761904,29.804761904761904,0.0256,0.019049999999999997,257.4,0.001,167.4,0.1535,0.00895,13.75,8.215,1.205,0.044649999999999995
FH,2019,7,Jul 2019,NA,NA,NA,0.02,0.0135,208.55,0.0235,135.52499999999998,0.11499999999999999,0.009,17.4,8.45,2.13,0.0335
FH,2019,8,Aug 2019,2019-08-02,9.007,16.581,0.025,0.011666666666666667,247.14999999999998,0.016666666666666666,160.55,0.13666666666666666,0.008,20.55,8.57,2.32,0.03666666666666667
FH,2019,9,Sep 2019,2019-09-01,10.465,24.56,0.01485,0.008,265.6,0.010499999999999999,172.95,0.12000000000000001,0.01,15.2,8.46,5.1899999999999995,0.022850000000000002
FH,2020,7,Jul 2020,NA,NA,NA,NA,0.005,200.05,0.001,NA,0.09,0.009,19.200000000000003,8.075,3.375,NA
FH,2020,8,Aug 2020,2020-08-03,8.275714285714287,16.753333333333334,NA,0.008,241.35000000000002,0.003,NA,0.12,0.006,18.700000000000003,8.24,1.1800000000000002,NA
FH,2020,9,Sep 2020,2020-09-02,8.197619047619048,16.49809523809524,0.02,0.01075,260.95000000000005,0.004,NA,0.1,0.00625,13.85,8.129999999999999,1.705,0.03075
FH,2021,7,Jul 2021,NA,NA,NA,0.02,0.023666666666666666,216,0.025,NA,0.19333333333333336,0.033666666666666664,9.95,8.525,2.955,0.043666666666666666
FH,2021,8,Aug 2021,2021-08-04,9.538095238095238,19.404761904761905,0.02,0.006,251.3,NA,NA,0.13,0.008,18.1,8.36,2.25,0.026000000000000002
FH,2021,9,Sep 2021,2021-09-03,19.238095238095237,50.76190476190476,0.02,0.009999999999999998,269.7,NA,NA,0.11499999999999999,0.010499999999999999,13.45,8.305,2.635,0.03
FH,2021,10,Oct 2021,NA,NA,NA,0.01,0.008,NA,NA,NA,0.11,0.011,NA,NA,NA,0.018000000000000002
FH,2022,7,Jul 2022,NA,NA,NA,NA,0.007,169.7,0.002,NA,0.15,0.006,18.4,7.95,3.98,NA
FH,2022,8,Aug 2022,2022-08-01,4.041176470588235,7.713405882352941,0.02,0.0165,227.13333333333333,0.018500000000000003,NA,0.17,0.029333333333333336,19.733333333333334,8.196666666666667,0.9600000000000001,0.036500000000000005
FH,2022,9,Sep 2022,2022-09-02,9.674761904761905,20.48092380952381,NA,0.011,255,0.001,NA,0.25,0.026,15.05,8.24,1.835,NA
FH,2023,7,Jul 2023,NA,NA,NA,NA,0.01,224.5,0.0015,NA,0.21500000000000002,0.0075,19.85,8.45,NA,NA
FH,2023,8,Aug 2023,2023-08-04,8.65421052631579,19.01684210526316,NA,0.01,250,0.003,NA,0.12,0.006,21,8.55,NA,NA
FH,2023,9,Sep 2023,2023-09-03,12.596190476190475,37.01809523809524,0.05,0.008,266,NA,NA,0.135,0.005,15,8.45,NA,0.058
FH,2025,7,Jul 2025,NA,NA,NA,NA,0.011,206.25,NA,NA,0.1,0.007,NA,8.49,NA,NA
FH,2025,8,Aug 2025,2025-08-12,11.589147286821706,21.385088372093026,NA,0.007333333333333333,237.95,NA,NA,0.11,0.04533333333333333,NA,8.53,NA,NA
FH,2025,9,Sep 2025,2025-09-12,18.139534883720923,27.366186046511633,NA,0.008,243.65,NA,NA,0.135,0.005,NA,8.445,NA,NA
GR,1998,6,Jun 1998,NA,NA,NA,NA,NA,NA,0.011,NA,0.3,0.05,NA,NA,NA,NA
GR,1998,7,Jul 1998,NA,NA,NA,NA,0.05,NA,0.0325,NA,0.3,0.0565,NA,NA,NA,NA
GR,1998,8,Aug 1998,NA,NA,NA,NA,NA,NA,0.023666666666666666,NA,0.5333333333333333,0.049999999999999996,NA,NA,NA,NA
GR,1998,9,Sep 1998,NA,NA,NA,NA,NA,484,0.006,243,0.2,0.036333333333333336,18.9,8.32,NA,NA
GR,1998,10,Oct 1998,NA,NA,NA,NA,0.05,430,0.012,217,0.3,0.04,8.5,8.1,NA,NA
GR,1998,11,Nov 1998,NA,NA,NA,NA,0.17,438,0.007,218,0.3,0.02,6.3,8.17,NA,NA
GR,1998,12,Dec 1998,NA,NA,NA,NA,0.37,501,0.009,257,0.2,0.03,4.4,7.92,NA,NA
GR,1999,1,Jan 1999,NA,NA,NA,0.01,0.42,611,0.024,303,NA,0.04,0.1,7.59,NA,0.43
GR,1999,3,Mar 1999,NA,NA,NA,NA,0.21,444,0.005,226,0.3,0.081,5.9,8.54,NA,NA
GR,1999,4,Apr 1999,NA,NA,NA,NA,0.22,484,0.006,244,0.3,0.055,8.3,7.99,NA,NA
GR,1999,5,May 1999,NA,NA,NA,NA,0.08,426,0.0075,216,0.4,0.0955,15.799999999999999,7.57,NA,NA
GR,1999,6,Jun 1999,NA,NA,NA,0.02,0.12,272,0.021,138,0.4,0.099,19.6,7.25,NA,0.13999999999999999
GR,1999,7,Jul 1999,NA,NA,NA,0.01,0.16,391,0.012666666666666666,198,0.26666666666666666,0.052333333333333336,26.4,7.82,NA,0.17
GR,1999,8,Aug 1999,NA,NA,NA,0.02,0.04666666666666667,409,0.02766666666666667,204,0.3666666666666667,0.065,22.5,7.71,NA,0.06666666666666667
GR,1999,9,Sep 1999,NA,NA,NA,NA,NA,483,0.007333333333333333,249,0.3333333333333333,0.03866666666666667,13.1,5.68,NA,NA
GR,1999,10,Oct 1999,NA,NA,NA,0.15,0.12,478,0.004,240,0.3,0.044,9.4,7.59,NA,0.27
GR,1999,11,Nov 1999,NA,NA,NA,NA,0.25,515,0.003,262,0.2,0.035,2.6,NA,NA,NA
GR,1999,12,Dec 1999,NA,NA,NA,0.02,0.39,495,0.008,247,NA,0.037,2.9,6.7,NA,0.41000000000000003
GR,2000,1,Jan 2000,NA,NA,NA,0.04,0.55,517,0.003,258,0.2,0.043,3.6,NA,NA,0.5900000000000001
GR,2000,2,Feb 2000,NA,NA,NA,0.03,0.33,525,0.006,259,0.4,0.08,3.3,7.66,NA,0.36
GR,2000,3,Mar 2000,NA,NA,NA,0.03,0.24,457,0.01,229,0.2,0.031,6.3,8.32,NA,0.27
GR,2000,5,May 2000,NA,NA,NA,0.02,0.01,452,0.0125,227.5,0.3,0.0335,15.35,7.9350000000000005,3.39,0.03
GR,2000,6,Jun 2000,NA,NA,NA,0.01,NA,440,0.016,220,0.4,0.061,17.9,8.62,6.04,NA
GR,2000,7,Jul 2000,NA,NA,NA,0.03333333333333333,0.006500000000000001,543,0.023333333333333334,271,0.3,0.064,14.3,7.44,3.21,0.03983333333333333
GR,2000,8,Aug 2000,NA,NA,NA,0.02,NA,587,0.017,293,0.4,0.084,15,8.16,NA,NA
GR,2000,9,Sep 2000,NA,NA,NA,0.045,0.045,633,0.009666666666666667,315,0.6333333333333333,0.10366666666666667,17.4,8.89,8.54,0.09
GR,2000,10,Oct 2000,NA,NA,NA,0.045,0.13,593,0.0085,296,0.5,0.0685,12.5,8.72,9.53,0.175
GR,2000,11,Nov 2000,NA,NA,NA,0.015,0.28500000000000003,503,0.006999999999999999,251,0.3,0.0385,3.5,8.24,8.87,0.30000000000000004
GR,2000,12,Dec 2000,NA,NA,NA,0.045,0.44999999999999996,576,0.009999999999999998,289,0.2,0.0265,4.4,8.12,2.8,0.49499999999999994
GR,2001,1,Jan 2001,NA,NA,NA,0.065,0.5105,530,0.015,266,0.4,0.0385,3.3,8.17,5.72,0.5754999999999999
GR,2001,2,Feb 2001,NA,NA,NA,0.09,0.5623333333333334,615,0.017666666666666667,307,0.23333333333333334,0.04,0.7,8.03,NA,0.6523333333333333
GR,2001,3,Mar 2001,NA,NA,NA,0.04,NA,NA,0.017,NA,0.6,0.08,NA,NA,NA,NA
GR,2001,4,Apr 2001,NA,NA,NA,0.02,0.127,544.5,0.005666666666666667,NA,0.4,0.049666666666666665,8.9,8.635000000000002,6.825,0.147
GR,2001,5,May 2001,NA,NA,NA,NA,NA,442,0.011,221,0.3,0.041499999999999995,12.4,7.19,NA,NA
GR,2001,6,Jun 2001,NA,NA,NA,NA,NA,475,0.05,238,0.35,0.0895,16.8,8.51,NA,NA
GR,2001,7,Jul 2001,NA,NA,NA,0.013333333333333334,NA,500,0.0462,250,0.42,0.0768,18.2,8.92,NA,NA
GR,2001,8,Aug 2001,NA,NA,NA,0.025,NA,463,0.013,232,0.2,0.025666666666666667,20.5,8.57,1.96,NA
GR,2001,9,Sep 2001,NA,NA,NA,0.016666666666666666,0.009,475,0.01025,238,0.25,0.03675,16.6,8.79,3.03,0.025666666666666664
GR,2001,10,Oct 2001,NA,NA,NA,0.01,0.0525,520,0.003,264,0.4,0.0235,7.3,8.25,4.7,0.0625
GR,2001,11,Nov 2001,NA,NA,NA,0.015,0.1325,535,0.005,267,0.25,0.038,7,8.47,6.44,0.14750000000000002
GR,2001,12,Dec 2001,NA,NA,NA,0.05,0.405,547,0.013,274,0.4,0.042,0.9,8.02,5.04,0.455
GR,2002,1,Jan 2002,NA,NA,NA,0.05,0.42,552,0.013,276,0.3,0.04,0.2,8.48,5.04,0.47
GR,2002,3,Mar 2002,NA,NA,NA,0.02,0.365,559,0.01,280,0.4,0.055,0.9,8.31,9.11,0.385
GR,2002,4,Apr 2002,NA,NA,NA,0.02,0.091,533,0.005666666666666666,268,0.4666666666666667,0.043333333333333335,7.1000000000000005,8.33,11.295,0.111
GR,2002,5,May 2002,NA,NA,NA,0.01,0.005,477,0.007,241,0.3,0.058499999999999996,14.4,7.98,10.1,0.015
GR,2002,6,Jun 2002,NA,NA,NA,0.02,NA,399,0.01,201,1,0.029,17.8,8.8,14,NA
GR,2002,7,Jul 2002,NA,NA,NA,0.02,NA,450,0.037333333333333336,225,0.23333333333333334,0.047,22.9,8.4,7.26,NA
GR,2002,8,Aug 2002,NA,NA,NA,0.016666666666666666,NA,454,0.010666666666666666,227,0.23333333333333334,0.02,17.4,8.75,1.72,NA
GR,2002,9,Sep 2002,NA,NA,NA,0.01,NA,488,0.006666666666666667,247,0.23333333333333334,0.025333333333333333,13.6,8.18,2.89,NA
GR,2003,6,Jun 2003,NA,NA,NA,0.03,0.0875,339.5,0.028,181.89999999999998,0.45,0.072,16.6,7.959999999999999,10.83,0.1175
GR,2003,7,Jul 2003,NA,NA,NA,NA,0.002,443.5,0.012,235.5,0.44999999999999996,0.026000000000000002,20.6,8.01,2.025,NA
GR,2003,8,Aug 2003,NA,NA,NA,0.02,0.0025,477.5,0.008,253,0.225,0.02175,18.766666666666666,8.03,1.55,0.0225
GR,2003,9,Sep 2003,NA,NA,NA,NA,0.002,505.3333333333333,0.004333333333333333,268.3333333333333,0.43333333333333335,0.028666666666666667,13.333333333333334,8.276666666666667,4.226666666666667,NA
GR,2004,5,May 2004,NA,NA,NA,NA,NA,502,0.006,NA,0.3,0.036,12.4,8.4,5.5,NA
GR,2004,6,Jun 2004,NA,NA,NA,0.01,NA,427.6666666666667,0.017750000000000002,NA,0.8,0.0685,15.666666666666666,8.370000000000001,9.33,NA
GR,2004,7,Jul 2004,NA,NA,NA,0.01,NA,491.5,0.0345,NA,0.5,0.053500000000000006,18.700000000000003,8.41,2.085,NA
GR,2004,8,Aug 2004,NA,NA,NA,NA,0.122,505,0.014499999999999999,NA,0.44999999999999996,0.0605,16.15,8.305,7.515,NA
GR,2004,9,Sep 2004,NA,NA,NA,NA,0.11,507.5,0.0085,NA,0.4,0.037,11.95,8.29,5.49,NA
GR,2005,1,Jan 2005,NA,NA,NA,0.09,0.506,606,0.019,NA,0.5,0.079,2,7.23,24.7,0.596
GR,2005,2,Feb 2005,NA,NA,NA,0.03,0.364,553,0.009,NA,0.4,0.057,2.3,8.24,11.5,0.394
GR,2005,3,Mar 2005,NA,NA,NA,0.04,0.289,576,0.013,NA,0.5,0.053,5.9,8.45,9.1,0.32899999999999996
GR,2005,4,Apr 2005,NA,NA,NA,NA,0.168,579,0.01,NA,0.3,0.034,9.6,8.21,6.2,NA
GR,2005,5,May 2005,NA,NA,NA,0.03,0.14,531,0.027,NA,0.8,0.113,13.6,7.88,24.6,0.17
GR,2005,6,Jun 2005,NA,NA,NA,0.02,0.0655,547,0.036,NA,0.55,0.0985,14.5,8.2,17.75,0.0855
GR,2005,7,Jul 2005,NA,NA,NA,NA,0.007,428.5,0.025,NA,0.5333333333333333,0.043333333333333335,19.15,8.64,2.95,NA
GR,2005,8,Aug 2005,NA,NA,NA,NA,0.0035,459.6666666666667,0.05633333333333333,NA,0.23333333333333334,0.018000000000000002,16.900000000000002,8.846666666666666,0.9333333333333333,NA
GR,2005,9,Sep 2005,NA,NA,NA,0.02,0.069,483,0.005,NA,0.15000000000000002,0.0275,11.1,8.754999999999999,2.75,0.08900000000000001
GR,2005,10,Oct 2005,NA,NA,NA,NA,0.002,533,0.004,NA,0.9,0.03,11.1,8.64,NA,NA
GR,2005,11,Nov 2005,NA,NA,NA,NA,0.198,418,0.005,NA,0.4,0.052,0,NA,NA,NA
GR,2005,12,Dec 2005,NA,NA,NA,0.06,0.461,585,0.016,NA,0.3,0.026,0,NA,NA,0.521
GR,2006,6,Jun 2006,NA,NA,NA,0.025,0.1765,387,0.03725,NA,0.575,0.097,18.166666666666664,8.313333333333333,10.876666666666667,0.20149999999999998
GR,2006,7,Jul 2006,NA,NA,NA,0.015,NA,450,0.018,NA,0.3,0.0325,21.549999999999997,8.285,2.13,NA
GR,2006,8,Aug 2006,NA,NA,NA,0.01,0.0035,481,0.009333333333333332,NA,0.26666666666666666,0.016,16.633333333333333,8.536666666666667,1.0699999999999998,0.0135
GR,2006,9,Sep 2006,NA,NA,NA,0.01,0.018500000000000003,521,0.0095,NA,0.4,0.023,13.75,8.475000000000001,3.24,0.028500000000000004
GR,2007,6,Jun 2007,NA,NA,NA,0.03,0.066,NA,0.04025,NA,0.475,0.0885,NA,NA,NA,0.096
GR,2007,7,Jul 2007,NA,NA,NA,NA,0.002,NA,0.027000000000000003,NA,0.3,0.033,NA,NA,NA,NA
GR,2007,8,Aug 2007,NA,NA,NA,0.02,0.0045000000000000005,NA,0.015000000000000001,NA,0.3,0.021666666666666667,NA,NA,NA,0.0245
GR,2007,9,Sep 2007,NA,NA,NA,NA,0.004,NA,0.0135,NA,0.25,0.026500000000000003,NA,NA,NA,NA
GR,2008,6,Jun 2008,NA,NA,NA,0.03,0.11049999999999999,260.05,NA,138.25,0.5,0.126,13.149999999999999,8.305,18.4,0.14049999999999999
GR,2008,7,Jul 2008,NA,NA,NA,0.016666666666666666,0.003,366.6666666666667,NA,194.93333333333334,0.325,0.06025,19.233333333333334,8.6,3.796666666666667,0.019666666666666666
GR,2008,8,Aug 2008,2008-08-01,102.315,129.1,0.01,0.006,471.3333333333333,NA,250.66666666666666,0.2,0.021,16.3,8.386666666666667,1.6433333333333333,0.016
GR,2008,9,Sep 2008,2008-09-01,36.17,134.8,0.01,0.040999999999999995,471,NA,250.5,0.25,0.0335,12.35,8.965,3.1799999999999997,0.051
GR,2009,6,Jun 2009,NA,NA,NA,0.01654,0.053829999999999996,282,0.039009999999999996,149.9,NA,0.08633,15.9,8.36,11.5,0.07036999999999999
GR,2009,7,Jul 2009,NA,NA,NA,0.0053,0.0111025,340.6666666666667,0.021296,181.23333333333332,0.32525,0.0474125,17.633333333333333,8.38,6.36,0.0164025
GR,2009,8,Aug 2009,2009-08-01,95.22,102.20476190476191,0.007573333333333333,0.014306666666666667,429.3333333333333,0.01594,228,0.262,0.03573666666666667,19.366666666666667,8.6033333333333335,2.81,0.02188
GR,2009,9,Sep 2009,2009-09-06,60.65,126.28571428571429,0.00843,0.00605,446.6666666666667,0.008946666666666667,237.33333333333334,0.2336666666666667,0.020806666666666668,17.733333333333334,8.35,2.3266666666666667,0.01448
GR,2010,6,Jun 2010,NA,NA,NA,0.0254,0.1191,298,0.0479,154.8,0.497,0.1165,15.9,7.93,19.8,0.1445
GR,2010,7,Jul 2010,NA,NA,NA,0.01275,0.017975,326.3333333333333,0.0259,175.26666666666668,0.306,0.053775,19.266666666666666,8.08,4.556666666666667,0.030725000000000002
GR,2010,8,Aug 2010,2010-08-01,67.80952380952381,64.14782608695653,0.0088,0.0146,401,0.03763333333333334,213,0.36333333333333334,0.088533333333333325,20.133333333333333,8.266666666666667,22.740000000000002,0.0234
GR,2010,9,Sep 2010,2010-09-10,59.95,119.46666666666667,0.0103,0.03356666666666667,426.3333333333333,0.018133333333333335,226.33333333333334,0.281,0.03763333333333333,14.533333333333333,8.443333333333333,3.7866666666666666,0.043866666666666665
GR,2011,6,Jun 2011,NA,NA,NA,0.0152,0.0329,254.8,0.03443333333333333,165.4,0.337,0.0865,14.6,8.149999999999999,13.75,0.0481
GR,2011,7,Jul 2011,NA,NA,NA,0.012633333333333333,0.03846666666666666,263.5333333333333,0.0275,171.36666666666667,0.296,0.07583333333333334,15.5,8.25,12.143333333333334,0.05109999999999999
GR,2011,8,Aug 2011,2011-08-01,13,50.666666666666664,0.0143,0.0658,332.56666666666666,0.0315,216.23333333333332,0.305,0.05156666666666666,16.900000000000002,8.446666666666667,3.3866666666666667,0.0801
GR,2011,9,Sep 2011,2011-09-03,16.666666666666668,65.26666666666667,0.012700000000000001,0.05639999999999999,383.05,0.015649999999999997,248.95000000000002,0.3045,0.032299999999999995,11.8,8.565,2.82,0.0691
GR,2012,6,Jun 2012,NA,NA,NA,0.01024,0.02527,281.70000000000005,0.024455,182.95,0.33082,0.046314999999999995,14.25,8.435,5.73,0.03551
GR,2012,7,Jul 2012,2012-07-31,72.61904761904762,85.19047619047619,0.0088675,0.0017800000000000001,408.8666666666667,0.019382499999999997,265.8666666666667,0.29065,0.048077499999999995,19.066666666666666,8.383333333333333,2.1,0.0106475
GR,2012,8,Aug 2012,NA,NA,NA,0.0094,NA,410.73333333333335,0.010066666666666666,266.9666666666667,0.29022666666666663,0.02873,16.6,8.42,2.0733333333333333,NA
GR,2012,9,Sep 2012,2012-09-01,57.095238095238095,147.76190476190476,NA,NA,438.15,0.0034999999999999996,284.7,0.27037,0.022420000000000002,11.75,8.465,2.2750000000000004,NA
GR,2013,6,Jun 2013,2013-06-28,61.95652173913044,63.13636363636363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GR,2013,7,Jul 2013,NA,NA,NA,0.01894,0.001505,453.95000000000005,0.018715000000000002,295.1,0.281795,0.0314,18.65,8.469999999999999,1.31,0.020444999999999998
GR,2013,8,Aug 2013,2013-08-04,107.07407407407408,196.88888888888889,0.007526666666666666,0.0013733333333333334,486.6,0.016336666666666666,316.2,0.26929,0.027523333333333334,16.55,8.385000000000002,1.52,0.0089
GR,2013,9,Sep 2013,2013-09-01,71.71428571428571,150.06896551724137,0.00904,0.009025,499.15,0.016175000000000002,324.35,0.27177,0.029835,14.9,8.265,2.085,0.018064999999999998
GR,2014,7,Jul 2014,NA,NA,NA,0.0092,0.0252,344.70000000000005,0.0274,224.25,0.356,0.057600000000000005,18,8.325,6.215,0.0344
GR,2014,8,Aug 2014,2014-08-03,156.07692307692307,105.46153846153847,0.01225,0.00165,431.2,0.01763333333333333,280.5,0.2633333333333333,0.0314,18.549999999999997,8.105,2.145,0.013900000000000001
GR,2014,8,Aug 2014,2014-08-31,33.55,81.38888888888889,0.01225,0.00165,431.2,0.01763333333333333,280.5,0.2633333333333333,0.0314,18.549999999999997,8.105,2.145,0.013900000000000001
GR,2014,9,Sep 2014,NA,NA,NA,0.0078,NA,464.65,0.00945,301.9,0.3015,0.029650000000000003,13,8.465,3.205,NA
GR,2015,7,Jul 2015,2015-07-01,135.88,75.12,0.0087,0.00165,377.70000000000005,0.010849999999999999,245.7,0.3175,0.031349999999999996,17.35,8.225000000000001,1.885,0.01035
GR,2015,8,Aug 2015,2015-08-01,183.57142857142858,312.1904761904762,0.014675,0.005925,477.4,0.006933333333333333,310.4,0.2125,0.024033333333333334,14.35,8.21,1.585,0.0206
GR,2015,9,Sep 2015,2015-09-05,45.857142857142854,129.1904761904762,0.013900000000000001,0.02665,482.45,0.0055,313.65,0.366,0.031599999999999996,11.5,8.2,3.71,0.04055
GR,2016,7,Jul 2016,2016-07-05,187.3095652173913,163.64347826086956,0.0219,0.00125,438.29999999999995,0.0231,284.7,0.28500000000000003,0.04325,15.55,8.149999999999999,1.37,0.02315
GR,2016,7,Jul 2016,2016-07-30,152.33,228.75454545454545,0.0219,0.00125,438.29999999999995,0.0231,284.7,0.28500000000000003,0.04325,15.55,8.149999999999999,1.37,0.02315
GR,2016,8,Aug 2016,NA,NA,NA,0.010075,0.0017666666666666666,439.75,0.010433333333333334,286.05,0.2796666666666667,0.030166666666666668,13.25,8.145,1.1949999999999998,0.011841666666666667
GR,2016,9,Sep 2016,2016-09-04,52.92285714285715,125.17619047619047,0.024149999999999998,0.0349,489.15,0.00745,317.8,0.2935,0.022699999999999998,11.2,8.24,1.21,0.05905
GR,2017,7,Jul 2017,2017-07-05,27.728571428571428,34,0.0135,0.0025,398.05,0.0151,258.7,0.2845,0.03585,19,8.235,2.15,0.016
GR,2017,8,Aug 2017,2017-08-02,167.63809523809525,116.24285714285715,0.012533333333333334,0.07435000000000001,472.95000000000005,0.00455,307.4,0.321,0.0174,16.2,8.23,0.875,0.08688333333333334
GR,2017,9,Sep 2017,2017-09-03,139.92272727272726,77.3409090909091,0.0137,0.1808,487.1,0.0109,316.6,0.523,0.035,10.899999999999999,8.23,2.665,0.19449999999999998
GR,2018,7,Jul 2018,NA,NA,NA,0.0115,0.02555,347.4,0.02035,225.9,0.324,0.053250000000000006,18.65,8.280000000000001,4.9399999999999995,0.03705
GR,2018,8,Aug 2018,2018-08-04,58.51875,94.70625000000001,0.0194,0.06586666666666667,418.54999999999995,0.007633333333333333,272,0.3373333333333333,0.028066666666666667,16.05,8.504999999999999,1.815,0.08526666666666667
GR,2018,9,Sep 2018,2018-09-04,69.89,229.275,0.0249,0.08929999999999999,450.85,0.007899999999999999,293.15,0.368,0.0319,12.9,8.285,3.4800000000000004,0.1142
GR,2019,7,Jul 2019,2019-07-14,24.05,32.585,0.0137,NA,378.15,0.046,245.70499999999998,0.22999999999999998,0.053000000000000005,19.4,8.735,4.029999999999999,NA
GR,2019,7,Jul 2019,2019-07-31,53,34.41379310344828,0.0137,NA,378.15,0.046,245.70499999999998,0.22999999999999998,0.053000000000000005,19.4,8.735,4.029999999999999,NA
GR,2019,8,Aug 2019,2019-08-30,54.61052631578947,141.59473684210528,0.03,0.074,443.9,0.03,288.28,0.31,0.037500000000000006,19.7,8.65,2.5999999999999996,0.104
GR,2019,9,Sep 2019,NA,NA,NA,0.016666666666666666,0.10200000000000001,451.35,0.02333333333333333,298.475,0.33999999999999997,0.09466666666666666,14,8.205,22.69,0.11866666666666667
GR,2020,7,Jul 2020,NA,NA,NA,NA,NA,364.1,0.009,NA,0.18,0.026,19.7,8.510000000000002,4.095,NA
GR,2020,8,Aug 2020,2020-08-05,139.6645,105.9665,NA,0.017,448.5,0.0115,NA,0.24,0.019999999999999997,17.95,8.375,3.92,NA
GR,2020,9,Sep 2020,2020-09-01,66.27791666666667,147.97416666666666,0.02,0.036,489.1,0.013666666666666667,NA,0.25,0.022333333333333334,12.350000000000001,8.265,2.4000000000000004,0.055999999999999994
GR,2021,7,Jul 2021,2021-07-13,59.95238095238095,99.66666666666667,0.025,0.002,476.15,0.004666666666666667,NA,0.26,0.034333333333333334,20.75,8.67,2.635,0.027000000000000003
GR,2021,8,Aug 2021,2021-08-03,61.80952380952381,238.85714285714286,0.03,0.004,498.7,0.003,NA,0.26,0.03,18.75,8.615,3.215,0.034
GR,2021,9,Sep 2021,2021-09-01,46.80952380952381,144.85714285714286,0.02,0.034,509.45000000000005,0.002,NA,0.225,0.0155,10.55,8.52,1.985,0.054000000000000006
GR,2021,10,Oct 2021,NA,NA,NA,0.01,0.016,NA,0.001,NA,0.2,0.0075,NA,NA,NA,0.026000000000000002
GR,2022,7,Jul 2022,2022-07-15,74.10526315789474,51.617915789473685,0.03,NA,436.1,0.021,NA,0.22333333333333333,0.05,21.2,8.43,3.125,NA
GR,2022,8,Aug 2022,2022-08-03,115.0952380952381,75.09674761904762,0.015,0.006,466.15,0.007,NA,0.20500000000000002,0.034,21,8.585,1.695,0.020999999999999998
GR,2022,9,Sep 2022,2022-09-03,102.86363636363636,99.26024090909091,NA,NA,524.55,0.0013,NA,0.23333333333333334,0.012666666666666666,15.7,8.48,1.195,NA
GR,2023,7,Jul 2023,2023-07-18,47.74375,46.78125,NA,NA,418.5,0.0125,NA,0.29000000000000004,0.032,19.25,8.55,NA,NA
GR,2023,8,Aug 2023,2023-08-01,97.18727272727273,191.72181818181818,NA,0.05,469.5,0.0075,NA,0.28500000000000003,0.0325,20.15,8.575,NA,NA
GR,2023,9,Sep 2023,2023-09-02,71.14333333333333,169.17619047619047,0.05,0.020499999999999997,497.5,0.003,NA,0.26,0.019,15.5,8.7,NA,0.07050000000000001
